IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,CHANGE OF FLAG FOR BREAKING,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL ,COMMENT,Unnamed: 17,Unnamed: 18
7510676,FATIMA-A,General Cargo Ship,2219,1097.0,1976,Comoros,,Amir A Maritime Co Ltd,Belize,Amir A Maritime Co Ltd,Amir A Maritime Co Ltd,Belize,Gadani,Pakistan,2021-03-01,,,
8755663,PARAGON M821,"Drilling Rig, jack up",4968,,1976,Unknown,,Borr Drilling Ltd,Bermuda,Noble Drilling Services Inc,Paragon Asset Co Ltd,Cayman Islands,Brownsville,United States of America,2021-03-01,,,
9040455,DISCO-1,Crude/Oil Products Tanker,25800,8227.0,1992,Comoros,Panama,Champion Technology Holdings,Bermuda,United Shipping Management Ltd,Champion Energy Logistics Co,British Virgin Islands,Chittagong,Bangladesh,2021-03-01,,,
8008450,CSL RHINE,"Bulk Carrier, Self-discharging",6944,3480.0,1983,Malta,,CSL Group Inc,Canada,CSL Norway AS,CSL Europe Ltd,United Kingdom,Aliaga,Turkey,2021-03-01,,,
7410852,KATINA,Bulk Carrier,16591,7489.0,1980,Palau,Unknown,Sartija Nautika doo,Croatia,Katina Ltd,Katina Ltd,St Vincent & The Grenadines,Gadani,Pakistan,2021-03-01,,,
9064384,MAERSK TAASINGE,Container Ship (Fully Cellular),20842,8965.0,1994,Gabon,Hong Kong,Moller AP,Denmark,Maersk A/S,Maersk Shipping Hong Kong Ltd,Hong Kong   ,Alang,India,2021-03-01,,,
9216901,ELKA NIKOLAS,Chemical/Products Tanker,27542,10176.0,2001,Liberia,,European Navigation Inc,Greece,European Product Carriers Ltd,Nikolas Shipping Inc,Liberia,Alang,India,2021-03-01,,,
8611398,COLUS,Passenger/Cruise,63786,29058.0,1989,Comoros,Bahamas,Global Maritime Group Inc,Greece,Cruise & Maritime Voyages Ltd,Lyric Cruise Ltd,Bahamas,Alang,India,2021-03-01,"Before demolition, this unit was briefly owned by Seajets' owner Marios Iliopoulos.",,
7224370,RAHAL,Passenger/Ro-Ro Ship (Vehicles),6850,3605.0,1972,Comoros,,Horizon Worldwide Trading,Greece,Horizon Worldwide Trading,Yellow Star Navigation SA,Liberia,Alang,India,2021-03-01,,,
9110482,AGROS,Crude/Oil Products Tanker,25202,8955.0,1996,Bahamas,,Polys Haji-Ioannou Group,Greece,Agros Shipping Co Ltd,Agros Shipping Co Ltd,Liberia,Chittagong,Bangladesh,2021-03-01,,,
8011304,IRINI I,Chemical/Products Tanker,24294,10359.0,1982,Panama,,World Carrier Corp-MAI,Greece,World Carrier Corp-MAI,Silver Sails Maritime Inc,Panama,Chittagong,Bangladesh,2021-03-01,,,
9064956,JI HONG,Container Ship (Fully Cellular),5299,2756.0,1993,Hong Kong ,,Grandfame Ship Management Ltd,Hong Kong,Jipeng Fuzhou Ship Management,Millennium Shipping Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-03-01,,,
9134488,CONT,Chemical/Products Tanker,6341,3307.0,1997,St Kitts & Nevis,Palau,Ken Fong Shipping Co Ltd,Hong Kong,Golden Lamp Stand Shipping,Ken Fong Shipping Co Ltd,Hong Kong,Chittagong,Bangladesh,2021-03-01,,,
9088732,ORIENTAL PEARL,Bulk Carrier,26065,7663.0,1994,Panama,,Pearl Marine Shipping Co Ltd,Hong Kong,Pearl Marine Shipping Co Ltd,Oriental Pearl Shipping Co Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-03-01,,,
8216679,HARI SAGAR,Products Tanker,4473,2567.0,1983,India,,Ind-Aust Maritime Pvt Ltd,India,Ind-Aust Maritime Pvt Ltd,Castle Ships Pvt Ltd,India,Chittagong,Bangladesh,2021-03-01,,,
9140578,THE MERCIFUL,Bulk Carrier,38469,9796.0,1997,Panama,,Sea Lion Shipmanagement Pvt,India,Sea Lion Shipmanagement Pvt,Nelson Associated Ltd SA,Panama,Gadani,Pakistan,2021-03-01,,,
9147253,FORTUNE GLORY XLI,Chemical/Products Tanker,21246,10659.0,1997,Indonesia,,Soechi Lines,Indonesia,Equator Maritime PT,Global Karya Indonesia PT,Indonesia,Chittagong,Bangladesh,2021-03-01,,,
9183192,ASSO VENTUNO,Pipe Carrier,1996,1479.0,1998,Italy,,Cafiero Mattioli Group,Italy,Augusta Offshore SpA,Augusta Offshore SpA,Italy,Aliaga,Turkey,2021-03-01,,,
9151254,HERMES III,Ro-Ro Cargo Ship,8608,6569.0,1997,Comoros,Korea (South),Jeyang Logitech Co Ltd,Korea (South),Jeyang Logitech Co Ltd,Jeyang Logitech Co Ltd,Korea (South),Chittagong,Bangladesh,2021-03-01,,,
9048122,TOPAZ 1,Ore Carrier,160454,45865.0,1994,Comoros,,Polaris Shipping Co Ltd,Korea (South),Polaris Shipping Co Ltd,PS-1 Shipping Inc,Marshall Islands,Chittagong,Bangladesh,2021-03-01,,,
9020479,JISAN GAS,LPG Tanker,3231,2078.0,1992,Korea (South),,Sam Hyun,Korea (South),SJ Tanker Co Ltd,SJ Tanker Co Ltd,Korea (South),Chittagong,Bangladesh,2021-03-01,,,
9408011,SAMPYO 38,Cement Carrier,2990,,2006,Korea (South),,Sampyo Cement and Energy Corp,Korea (South),Sampyo Cement and Energy Corp,Sampyo Cement and Energy Corp,Korea (South),Busan,Korea (South),2021-03-01,,,
9149809,SINOMERCHANT,Ore Carrier,155063,37537.0,1997,Korea (South),,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Sinokor Merchant Marine Co Ltd,Korea (South),Chittagong,Bangladesh,2021-03-01,,,
9012252,SINOCARRIER,Ore Carrier,147303,39124.0,1992,Korea (South),,Sinokor Merchant Marine Co Ltd,Korea (South),Han Sung Line Co Ltd,Sinokor Merchant Marine Co Ltd,Korea (South),Gadani,Pakistan,2021-03-01,,,
9129691,SEOHAE GAS,LPG Tanker,2689,1476.0,1995,Korea (South),,Smart Marine Co Ltd,Korea (South),E Marine Co Ltd,E Marine Co Ltd,Korea (South),Chittagong,Bangladesh,2021-03-01,,,
9077587,ENIGMA,General Cargo Ship,4998,3232.0,1997,Sierra Leone,,Ademar Shipping Lines Sarl,Lebanon,Ademar Shipping Lines Sarl,Majesty Navigation Intl Ltd SA,Panama,Aliaga,Turkey,2021-03-01,,,
7726093,YOUSSEF M,General Cargo Ship,2610,,1980,Togo,,Global Management & Trading,Lebanon,Global Management & Trading,Manessa Maritime SA,Honduras,Aliaga,Turkey,2021-03-01,,,
9528897,GAGASAN JOHOR,Chemical/Products Tanker,5104,3049.0,2009,Malaysia,,Gagasan Carriers Sdn Bhd,Malaysia,Gagasan Carriers Sdn Bhd,Gagasan Carriers Sdn Bhd,Malaysia,Chittagong,Bangladesh,2021-03-01,,,
8752881,FREDDY,"Drilling Rig, jack up",7547,8744.0,1987,Comoros,Panama,Foresight Group International,Mauritius,Foresight Offshore Drilling,Torpoint Enterprises Inc,Panama,Alang,India,2021-03-01,,,
9088689,BELEMA SWEET,Crude Oil Tanker,160129,40129.0,1996,St Kitts & Nevis,Marshall Islands,Digifro Oil & Gas Services Ltd,Nigeria,Digifro Oil & Gas Services Ltd,Digifro Oil & Gas Services Ltd,Nigeria,Gadani,Pakistan,2021-03-01,,,
8420787,STAR GRIP,Open Hatch Cargo Ship,27192,10600.0,1986,Norway (Nis),,Grieg Star AS,Norway,G2 Ocean AS,Grieg Shipping II AS,Norway,Aliaga,Turkey,2021-03-01,,,
8912792,BABY LEEN,General Cargo Ship,3988,2557.0,1991,Panama,,Seven Seas Maritime Ventures,Panama,Seven Seas Maritime Ventures,Seven Seas Maritime Ventures,Panama,Alang,India,2021-03-01,,,
8817083,ASIA 5,Ro-Ro Cargo Ship,3812,2895.0,1989,Palau,Philippines,Chelsea Logistics Holdings,Philippines,Trans-Asia Shipping Lines Inc,Trans-Asia Shipping Lines Inc,Philippines,Chittagong,Bangladesh,2021-03-01,,,
8109503,MANDALORIAN,General Cargo Ship,2335,1929.0,1987,Philippines,,Jensen Shipping Corp,Philippines,Key West Shipping Line Corp,Key West Shipping Line Corp,Philippines,Chittagong,Bangladesh,2021-03-01,,,
8109486,MANDALORIAN 2,General Cargo Ship,2335,1904.0,1985,Philippines,,Jensen Shipping Corp,Philippines,Key West Shipping Line Corp,Key West Shipping Line Corp,Philippines,Chittagong,Bangladesh,2021-03-01,,,
8230182,ATAMAN,General Cargo Ship,2740,1275.0,1971,Russia,,Navigator Shipping Co-Rostov,Russia,Navigator Shipping Co-Rostov,Navigator Shipping Co-Rostov,Russia,Aliaga,Turkey,2021-03-01,,,
7106059,KAI,Offshore Tug/Supply Ship,1094,1397.0,1971,St Kitts & Nevis,Cook Islands,Hin Leong Trading Pte Ltd,Singapore,Ocean Tankers Pte Ltd,Ocean Tankers Pte Ltd,Singapore,Chittagong,Bangladesh,2021-03-01,,,
9154610,KT 05,Bulk Carrier,25982,7455.0,1998,Indonesia,,Kokusai Transport Pte Ltd,Singapore,Kokusai Transport Pte Ltd,Kokusai Transport Pte Ltd,Singapore,Chittagong,Bangladesh,2021-03-01,,,
6506329,NAUMON,Theatre Vessel,1057,,1965,Spain  ,,Nau Prometeus SL,Spain,Nau Prometeus SL,Naumon Ltd,St Vincent & The Grenadines,Bilbao,Spain,2021-03-01,,,
8769274,OLYMPIA,Accommodation Ship,11344,5564.0,2006,Panama,,Intership Group Holdings Ltd,St Vincent & The Grenadines,Intership Pte Ltd,Intership Group Holdings Ltd,St Vincent & The Grenadines,Unknown,Unknown,2021-03-01,,,
9215050,SUN I,Crude/Oil Products Tanker,61764,19854.0,2001,Panama,,Sea Trade Maritime Ltd,Switzerland,Sea Trade Maritime Ltd,Range Maritime Co SA,Panama,Chittagong,Bangladesh,2021-03-01,,,
9208095,PRIMO I,Crude/Oil Products Tanker,56285,15904.0,2000,Panama,,Sea Trade Maritime Ltd,Switzerland,Sea Trade Maritime Ltd,Sierra Maritime Co SA,Panama,Chittagong,Bangladesh,2021-03-01,,,
8915213,BEST SUCCESS,Bulk Carrier,23515,6578.0,1990,Panama,,Mallah AJ,Syria,Oryx Shipping Ltd-MAI,Best Success Maritime Co SA,Panama,Gadani,Pakistan,2021-03-01,,,
9006643,ABM DISCOVERY,Bulk Carrier,21941,6918.0,1992,Panama,,Mallah Ship Management Co Ltd,Syria,Mallah Ship Management Co Ltd,Discovery Shipping Enterprises,Marshall Islands,Gadani,Pakistan,2021-03-01,,,
9123867,MANTA,Products Tanker,7463,2961.0,1995,Mongolia,Unknown,Jin Hao Ship Management Co Ltd,Taiwan,Jin Hao Ship Management Co Ltd,Golden Luxury Corp,Belize,Chittagong,Bangladesh,2021-03-01,,,
8509882,SUNYIELD,Products Tanker,3434,1958.0,1985,Cook Islands,Panama,Jin Hao Ship Management Co Ltd,Taiwan,Jin Hao Ship Management Co Ltd,Golden Luxury Corp,Belize,Chittagong,Bangladesh,2021-03-01,,,
8894639,ACS 85,Products Tanker,3772,2412.0,1995,Thailand,,ACS Marine Co Ltd,Thailand,ACS Marine Co Ltd,ACS Marine Co Ltd,Thailand,Chittagong,Bangladesh,2021-03-01,,,
8508670,HICRI KAAN,Chemical/Products Tanker,5359,3191.0,1986,Turkey,,Hicri Ercili Denizcilik AS,Turkey,Hicri Ercili Denizcilik AS,Hicri Ercili Denizcilik AS,Turkey,Aliaga,Turkey,2021-03-01,,,
7525683,ALINA,Bulk Carrier,20206,6254.0,1977,Georgia,,Transship Ltd,Ukraine,Transship Ltd,Alina Navigation Ltd,Liberia,Aliaga,Turkey,2021-03-01,,,
9004140,R ROSE,Products Tanker,3018,2150.0,1991,Panama,,Al Rafedain Marine Services,United Arab Emirates,Al Rafedain Marine Services,R Rose Trading Co Inc,Panama,Gadani,Pakistan,2021-03-01,,,
8131386,YASMIN M,Research Survey Vessel,878,1200.0,1983,Tanzania (Zanzibar),,Gulf Trust Marine LLC,United Arab Emirates,Jubba Shipping & Cargo,Gulf Trust Ship/Jubba Shipping,United Arab Emirates,Gadani,Pakistan,2021-03-01,,,
9082245,JIZAN,Products Tanker,3097,1627.0,1995,Palau,,Meramar General Trading LLC,United Arab Emirates,Meramar General Trading LLC,Meramar General Trading LLC,United Arab Emirates,Alang,India,2021-03-01,,,
9308845,ALSATAYIR,Crude Oil Tanker,58446,17742.0,2006,Liberia,,Muhit Maritime FZE,United Arab Emirates,Muhit Maritime FZE,Tamam Shipping SA,Liberia,Chittagong,Bangladesh,2021-03-01,,,
9443372,DS-3,Drilling Ship,60105,35873.0,2010,Cameroon,,Valaris Plc,United Kingdom,Valaris Plc,ENSCO Intercontinental GmbH,Switzerland,Aliaga,Turkey,2021-03-01,,,
8770510,SMILE 8,"Drilling Rig, semi Submersible",19377,19082.0,2011,Comoros,Liberia,Valaris Plc,United Kingdom,Valaris Plc,ENSCO Global GmbH,Switzerland,Alang,India,2021-03-01,,,
9086904,XIANG,Container Ship (Fully Cellular),16071,7542.0,1996,Comoros,Panama,Unknown,Unknown,Yantai Zhonghan Ferry Co Ltd,Zhichuan International Shpg,Hong Kong   ,Chittagong,Bangladesh,2021-03-01,,,
9118056,SAM,Chemical/Products Tanker,28027,10950.0,1997,Gabon,Unknown,Unknown,Unknown,Vega Offshore Management AS,NTS Shipping Pte Ltd,Singapore,Alang,India,2021-03-01,,,
9044138,GRAND MIDAS,Container Ship (Fully Cellular),3986,2070.0,1992,Sierra Leone,,Unknown,Unknown,Vanguard Overseas Co Ltd,Vanguard Overseas Co Ltd,Seychelles,Chittagong,Bangladesh,2021-03-01,,,
9016698,GAS STELLAR,LPG Tanker,3615,2229.0,1991,Panama,,Fgas Petrol JSC,Vietnam,Nhat Viet Transportation Corp,FGas Petrol JSC,Vietnam,Chittagong,Bangladesh,2021-03-01,,,
9123362,PVT SEA LION,Chemical Tanker,9544,4453.0,1995,Vietnam,,PETROVIETNAM,Vietnam,PV Trans HN JSC,PV Trans HN JSC,Vietnam,Alang,India,2021-03-01,,,
9119189,GOLDEN BAY,Bulk Carrier,14431,5007.0,1995,Vietnam,,Sellan Gas Co Ltd,Vietnam,PV Trans HN JSC,Sellan Gas Co Ltd,Vietnam,Chittagong,Bangladesh,2021-03-01,,,
8000109,AL-MASILAH,Products Tanker,8750,4400.0,1982,Yemen,,Yemeni Republic Govt,Yemen,Aden Refinery Co,Aden Refinery Co,Yemen,Gadani,Pakistan,2021-03-01,,,
8613748,DAMPIER SPIRIT,"FSO, Oil",59289,16079.0,1988,Bahamas,,Altera Infrastructure LP,Bermuda,Unknown,VSSI Australia,Australia,Aliaga,Turkey,2021-04-01,,,
9538828,BULLY I,Drilling Ship,30270,27164.0,2011,St Kitts & Nevis,Liberia,Borr Drilling Ltd,Bermuda,Noble Drilling Services Inc,Bully 1 Switzerland GmbH,Switzerland,Alang,India,2021-04-01,,,
8754047,BRASS XII,"Production Platform, semi submersible",11801,,1983,St Kitts & Nevis,Panama,PETROBRAS,Brazil,PETROBRAS,Petrobras Netherlands BV,Netherlands,Alang,India,2021-04-01,,,
7517507,ARCTIC,Bulk/Oil Carrier (OBO),20236,10472.0,1978,Canada,,Fednav Ltd,Canada,Fednav Ltd,Fednav Ltd,Canada,Aliaga,Turkey,2021-04-01,,,
8219932,SEAGAS GOVERNOR,LPG Tanker,4658,2986.0,1983,Palau,Cyprus,Intergaz Ltd,Cyprus,Sea Partners Navigation Ltd,KJP Seagas Governor Ltd,Cyprus,Aliaga,Turkey,2021-04-01,,,
8521531,SHELF EXPRESS,Platform Supply Ship,1423,1164.0,1986,Denmark ,,Bjerrum & Jensen ApS,Denmark,Valling Ship Management ApS,A1 Shelf Express ApS,Denmark,Grenaa,Denmark,2021-04-01,,,
7921007,BLUE ALFA,Anchor Handling Tug Supply,1887,,1981,Denmark ,,Blue Star Line AS,Denmark,Blue Star Line AS,Blue Star Line AS,Denmark,Grenaa,Denmark,2021-04-01,,,
8516990,SC NORDIC,Palletised Cargo Ship,4876,,1986,Denmark ,,Norresundby Rederi A/S,Denmark,Norresundby Rederi & Shipping,Norresundby Rederi & Shipping,Denmark,Grenaa,Denmark,2021-04-01,,,
8129474,SIHAM 1,General Cargo Ship,2241,1109.0,1983,Togo,,Mohamed AK,Djibouti,Mohamed AK,Mohamed AK,Djibouti,Gadani,Pakistan,2021-04-01,,,
9226530,PHA CENT,Bulk Carrier,87407,24570.0,2000,Comoros,Greece,Alpha Bulkers Shipmanagement,Greece,Alpha Bulkers Shipmanagement,Front Shipholding Inc,Liberia,Chittagong,Bangladesh,2021-04-01,,,
9234513,ELKA SIRIUS,Chemical/Products Tanker,30770,12389.0,2003,Liberia,Croatia,European Navigation Inc,Greece,European Product Carriers Ltd,Alista Maritime Inc,Liberia,Gadani,Pakistan,2021-04-01,,,
9182784,MYRTOS V,Chemical/Products Tanker,11377,5670.0,2000,St Vincent & The Grenadines,,Monte Nero Maritime,Greece,Monte Nero Management SA,Myrtos Shipping Company SA,Panama,Alang,India,2021-04-01,,,
7517533,TZOANNA VI,General Cargo Ship,977,968.0,1976,Greece,,New Lines Shipping Co,Greece,New Lines Shipping Co,New Lines IV Shipping Co,Greece,Aliaga,Turkey,2021-04-01,,,
8312461,ISLAND REEFER,Refrigerated Cargo Ship,4071,2770.0,1983,Panama,,Deyuan Shipping & Trading Co,Hong Kong,Deyuan Shipping & Trading Co,Pacific Island Reefer Corp,Panama,Chittagong,Bangladesh,2021-04-01,,,
9071765,GERM SPRING,Bulk Carrier,25457,8066.0,1994,Panama,,Dia Yuan International Shpg,Hong Kong,Dia Yuan International Shpg,Tsinghua Shipping Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-04-01,,,
9047051,POWER LOONG,Bulk Carrier,36540,9702.0,1992,Panama,,Treasure Maritime Ltd,Hong Kong,Xiamen ITG Shipping Co Ltd,Well Wonder Ltd,British Virgin Islands,Gadani,Pakistan,2021-04-01,,,
9485617,TALENT ACE,General Cargo Ship,8667,,2008,Unknown,,Wooheng Hong Kong Shipping Co,Hong Kong,Wooheng Hong Kong Shipping Co,Wynn East Import & Export,Singapore,Mokpo,Korea (South),2021-04-01,,,
9157430,NEW HOPE,General Cargo Ship (with Ro-Ro facility),9991,5194.0,1997,Sierra Leone,,Xin Hong Trading & Industry Co,Hong Kong,Xin Hong Trading & Industry Co,Yong Hong Co Ltd,British Virgin Islands,Chittagong,Bangladesh,2021-04-01,,,
8812758,JINHAI NO. 1,Wood Chips Carrier,12357,3727.0,1989,Panama,,Golden Ocean Marine,Hong Kong   ,Hubei Qintai Shipping Co Ltd,Golden Ocean Marine Co Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-04-01,,,
8758861,SCARABEO 7,"Drilling Rig, semi Submersible",23595,20312.0,1980,Tuvalu,Bahamas,SAIPEM SpA,Italy,SAIPEM Spa,Italy,SAIPEM Portugal Comercio,Madeira,India,2021-04-01,"Before demolition, this unit was briefly owned by UAE-based company Beacon & Bay Shipping Services.",,
9048110,PIONEER,Ore Carrier,160666,46048.0,1994,Comoros,Marshall Islands,Polaris Shipping Co Ltd,Korea (South),Polaris Shipping Co Ltd,PS-1 Shipping Inc,Marshall Islands,Chittagong,Bangladesh,2021-04-01,,,
7101748,MALLI,Fishing Vessel,1259,,1970,Unknown,,Shilla Trading Co Ltd,Korea (South),BM Line Co Ltd,BM Line Co Ltd,Korea (South),Magadan,Russia,2021-04-01,,,
7702401,ATLANTIC ENERGY,LNG Tanker,85616,28017.0,1984,Korea (South),,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Sinokor Maritime Co Ltd,Korea (South),Chittagong,Bangladesh,2021-04-01,,,
8915392,HARMONY,Bulk Carrier,80857,22302.0,1991,Comoros,Panama,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Harmony Carrier SA,Panama,Chittagong,Bangladesh,2021-04-01,,,
7708948,PACIFIC ENERGY,LNG Tanker,85616,28017.0,1981,Marshall Islands,,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Xiang CH8 HK International,Hong Kong,Chittagong,Bangladesh,2021-04-01,,,
8915407,SHANGHAI,Bulk Carrier,80994,21807.0,1991,Comoros,Panama,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Sinokor Merchant Marine Co Ltd,Korea (South),Chittagong,Bangladesh,2021-04-01,,,
8721765,SOLVITA,Fishing Vessel,734,806.0,1986,Latvia,,North Star Ltd,Latvia,North Star Ltd,North Star Ltd,Latvia,Liepaja,Latvia,2021-04-01,,,
8414283,RANDA,General Cargo Ship,2831,1573.0,1984,Unknown,,ISM Group Sarl ,Lebanon,Alkarra RI,Alkarra RI,Lebanon,Aliaga,Turkey,2021-04-01,,,
9494321,POSH GENEROSO,Anchor Handling Tug Supply,2538,,2008,Panama,,PACC Offshore Mexico SA de CV,Mexico,PACC Offshore Mexico SA de CV,Adara Ltd,British Virgin Islands,Unknown,Mexico,2021-04-01,,,
9185023,SKANDI ADMIRAL,Anchor Handling Tug Supply,4370,,1999,Panama,,DOF ASA,Norway,Norskan Offshore Ltda,DOF Rederi AS,Norway,Ulsteinvik,Norway,2021-04-01,,,
8767317,LEIV EIRIKSSON,"Drilling Rig, semi Submersible",36768,36768.0,2001,Marshall Islands,,Ocean Rig AS,Norway,Ocean Rig AS,Ocean Rig AS,Marshall Islands,Aliaga,Turkey,2021-04-01,,,
7705116,BIOTRANS,Fishing Vessel,797,,1978,Norway,,Seaworks AS,Norway,Seaworks AS,Seaworks AS,Norway,Stokksund,Norway,2021-04-01,,,
8423222,FATEYEVO,Products Tanker ,1896,1227.0,1985,Mongolia,Russia,Transneft Co Ltd,Russia,Transneft Co Ltd,Transneft Co Ltd,Russia,Chittagong,Bangladesh,2021-04-01,,,
8905397,HAI SOON 28,Crude/Oil Products Tanker,3244,2000.0,1990,St Kitts & Nevis,Unknown,Hai Soon Diesel & Trading Pte,Singapore,Hai Soon Ship Mgmt Pte Ltd,Athena Shipping Pte Ltd,British Virgin Islands,Gadani,Pakistan,2021-04-01,,,
9179610,LION,"FSO, Oil",159187,43308.0,1999,Palau,Cook Islands,Sentek Marine & Trading Pte,Singapore,Sentek Marine & Trading Pte,Sentek Offshore Pte Ltd,Singapore,Gadani,Pakistan,2021-04-01,,,
9124055,THERESA DUA,Chemical/Products Tanker,9597,5281.0,1996,Tuvalu,,Wilmar Ship Holdings Pte Ltd,Singapore,Raffles Technical Services,Halona Shipping Co Pte Ltd,Singapore,Alang,India,2021-04-01,,,
9446221,CAMEL,Accommodation Ship,45185,23500.0,2006,St Kitts & Nevis,St Vincent & The Grenadines,Intership Group Holdings Ltd,St Vincent & The Grenadines,Intership Pte Ltd,Intership Ltd-SVI,St Vincent & The Grenadines,Gadani,Pakistan,2021-04-01,,,
9170949,HANSA,Products Tanker,9599,5296.0,1997,St Kitts & Nevis,Panama,Bao He International Ltd,Taiwan,Bao He International Ltd,Bao He International Ltd,Seychelles,Alang,India,2021-04-01,,,
9058593,ANGEL 201,Products Tanker,2030,,1993,Panama,,Zheng Yu Shipping Co Ltd,Taiwan,Zheng Yu Shipping Co Ltd,Sea Universe Holdings Ltd,British Virgin Islands,Unknown,Ecuador,2021-04-01,,,
7713228,S. PRINCESA,Refrigerated Cargo Ship,2502,1486.0,1979,Thailand,,Seavic Food Industries Co Ltd,Thailand,Seavic Food Industries Co Ltd,Seavic Reefer Line Co Ltd,Thailand,Chittagong,Bangladesh,2021-04-01,,,
8721363,LEV SOLDATOV,General Cargo Ship,3086,1867.0,1986,Mongolia,,Global Marine Consulting Ltd,Turkey,Global Marine Consulting Ltd,Metis Shipping Ltd,Marshall Islands,Aliaga,Turkey,2021-04-01,,,
8414661,HAJEH HESEN,General Cargo Ship,3797,3605.0,1985,Togo,,Glorious Maritime Co SA,Turkey,Glorious Maritime Co SA,Grand Fleet Shipping Co,Marshall Islands,Alang,India,2021-04-01,,,
8321321,TARGET,Products Tanker,7947,3672.0,1985,Tanzania (Zanzibar),,Al Ryadh Ship Management,United Arab Emirates,Mouj Al Bahar General Trading,Target Shipping & Maritime Ser,Panama,Gadani,Pakistan,2021-04-01,,,
8405701,COSTINA,Products Tanker,4462,2694.0,1984,Comoros,,Costalina General Trading FZC,United Arab Emirates,Costalina General Trading FZC,Masar Trade & Shipping Inc,St Vincent & The Grenadines,Gadani,Pakistan,2021-04-01,,,
8614778,GULF GLOW III,Products Tanker,4943,2889.0,1988,Panama,,Glow Shipping Lines LLC,United Arab Emirates,Glow Shipping Lines LLC,Glow Shipping Lines LLC,United Arab Emirates,Alang,India,2021-04-01,,,
8111611,SIS CHAMP,Platform Supply Ship,1216,,1982,Panama,,Humaid Badir Marine Shpg Est,United Arab Emirates,Seaport International Shipping,Humaid Badir Marine Shpg Est,United Arab Emirates,Unknown,Unknown,2021-04-01,,,
9121194,MASS I,Crude/Oil Products Tanker,28433,9302.0,1996,Panama,,Massi Shipping LLC,United Arab Emirates,Massi Shipping LLC,Mass Marine International Inc,Panama,Gadani,Pakistan,2021-04-01,,,
9251585,NABIIN,Crude/Oil Products Tanker,56212,16501.0,2002,Liberia,,Muhit Maritime FZE,United Arab Emirates,Muhit Maritime FZE,Sagitta Maritime Co Ltd,Liberia,Chittagong,Bangladesh,2021-04-01,,,
9347621,BALAJI,General Cargo Ship,8407,4474.0,2007,Palau,India,Transworld Group,United Arab Emirates,Shreyas Shipping & Logistics,Shreyas Shipping & Logistics,India,Alang,India,2021-04-01,,,
8900323,DOLE HONDURAS,Container Ship (Fully Cellular),16657,8537.0,1991,Bahamas,,Dole Food Co,United States Of America,Tropical Fruit Americas LLC,Ventura Trading Ltd,Bermuda,Alang,India,2021-04-01,,,
7105471,LIHUE,Container Ship (Fully Cellular),30877,15585.0,1971,United States Of America,,Matson Inc,United States Of America,Matson Navigation Co Inc,Matson Navigation Co Inc,United States Of America,Brownsville,United States of America,2021-04-01,,,
8119584,ENDURANCE,Platform Supply Ship,2954,2297.0,1982,St Vincent & The Grenadines,,Seaway Offshore Inc,United States Of America,Seaway Offshore Inc,Theo Shipping,St Vincent & The Grenadines,Alang,India,2021-04-01,,,
9443970,DALEN,Anchor Handling Tug Supply,1815,1741.0,2008,Palau,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-CAM,Blue Fleet Ltd,Cayman Islands,Alang,India,2021-04-01,,,
9361627,MELTON,Platform Supply Ship,2305,1822.0,2007,Palau,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-CAM,Indigo Fleet Ltd,Cayman Islands,Alang,India,2021-04-01,,,
9512238,PELAFIGUE,Platform Supply Ship,2369,1991.0,2009,St Kitts & Nevis,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-SNG,Gulf Fleet Supply Vessels LLC,United States Of America,Alang,India,2021-04-01,,,
6420056,CHESAPEAKE,Products Tanker,27190,12372.0,1964,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America,2021-04-01,,,
8110411,MOHAMMED BEY,General Cargo Ship,6686,2877.0,1981,Comoros,,Unknown,Unknown,Cedar Marine Services SAL,Cappadocia Shipping Co SA,Belize,Alang,India,2021-04-01,,,
7336563,REY,Fish Factory Ship,1247,1360.0,1974,Panama,Belize,Unknown,Unknown,Fairwind Shipmanagement Ltd,Stagira Shipping Co Ltd,Cyprus,Aliaga,Turkey,2021-04-01,,,
9125231,LARIS,Chemical/Products Tanker,9383,5538.0,1996,Palau,Liberia,Unknown,Unknown,Laurance Marine Consulting Ltd,Laurance Marine Consulting Ltd,United Kingdom,Alang,India,2021-04-01,,,
